Entity,Code,Year,Solar (TWh – sub method)
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0.119
Iraq,IRQ,2014,0.146
Iraq,IRQ,2015,0.145
Iraq,IRQ,2016,0.144
Iraq,IRQ,2017,0.143
Iraq,IRQ,2018,0.936
Iraq,IRQ,2019,0.932
Iraq,IRQ,2020,0.929
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,0
Ireland,IRL,1980,0
Ireland,IRL,1981,0
Ireland,IRL,1982,0
Ireland,IRL,1983,0
Ireland,IRL,1984,0
Ireland,IRL,1985,0
Ireland,IRL,1986,0
Ireland,IRL,1987,0
Ireland,IRL,1988,0
Ireland,IRL,1989,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0
Ireland,IRL,1993,0
Ireland,IRL,1994,0
Ireland,IRL,1995,0
Ireland,IRL,1996,0
Ireland,IRL,1997,0
Ireland,IRL,1998,0
Ireland,IRL,1999,0
Ireland,IRL,2000,0
Ireland,IRL,2001,0
Ireland,IRL,2002,0
Ireland,IRL,2003,0
Ireland,IRL,2004,0
Ireland,IRL,2005,0
Ireland,IRL,2006,0
Ireland,IRL,2007,0
Ireland,IRL,2008,0
Ireland,IRL,2009,0.001
Ireland,IRL,2010,0.001
Ireland,IRL,2011,0.001
Ireland,IRL,2012,0.002
Ireland,IRL,2013,0.002
Ireland,IRL,2014,0.002
Ireland,IRL,2015,0.004
Ireland,IRL,2016,0.013
Ireland,IRL,2017,0.027
Ireland,IRL,2018,0.041
Ireland,IRL,2019,0.053
Ireland,IRL,2020,0.053
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0
Israel,ISR,1982,0
Israel,ISR,1983,0
Israel,ISR,1984,0
Israel,ISR,1985,0
Israel,ISR,1986,0
Israel,ISR,1987,0
Israel,ISR,1988,0
Israel,ISR,1989,0
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0
Israel,ISR,2002,0
Israel,ISR,2003,0
Israel,ISR,2004,0
Israel,ISR,2005,0
Israel,ISR,2006,0
Israel,ISR,2007,0
Israel,ISR,2008,0
Israel,ISR,2009,0.063
Israel,ISR,2010,0.183
Israel,ISR,2011,0.498
Israel,ISR,2012,0.95
Israel,ISR,2013,1.265
Israel,ISR,2014,2.139
Israel,ISR,2015,3.077
Israel,ISR,2016,4.113
Israel,ISR,2017,4.108
Israel,ISR,2018,4.543
Israel,ISR,2019,7.712
Israel,ISR,2020,13.542
Italy,ITA,1965,0
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.006
Italy,ITA,1990,0.011
Italy,ITA,1991,0.014
Italy,ITA,1992,0.025
Italy,ITA,1993,0.031
Italy,ITA,1994,0.031
Italy,ITA,1995,0.036
Italy,ITA,1996,0.039
Italy,ITA,1997,0.042
Italy,ITA,1998,0.044
Italy,ITA,1999,0.047
Italy,ITA,2000,0.05
Italy,ITA,2001,0.052
Italy,ITA,2002,0.058
Italy,ITA,2003,0.065
Italy,ITA,2004,0.079
Italy,ITA,2005,0.083
Italy,ITA,2006,0.094
Italy,ITA,2007,0.104
Italy,ITA,2008,0.509
Italy,ITA,2009,1.776
Italy,ITA,2010,4.969
Italy,ITA,2011,27.977
Italy,ITA,2012,48.583
Italy,ITA,2013,55.272
Italy,ITA,2014,56.768
Italy,ITA,2015,58.038
Italy,ITA,2016,55.588
Italy,ITA,2017,60.944
Italy,ITA,2018,56.303
Italy,ITA,2019,58.659
Italy,ITA,2020,64.03
Japan,JPN,1965,0
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0.003
Japan,JPN,1991,0.003
Japan,JPN,1992,0.029
Japan,JPN,1993,0.063
Japan,JPN,1994,0.081
Japan,JPN,1995,0.11
Japan,JPN,1996,0.151
Japan,JPN,1997,0.268
Japan,JPN,1998,0.398
Japan,JPN,1999,0.606
Japan,JPN,2000,0.956
Japan,JPN,2001,1.379
Japan,JPN,2002,1.905
Japan,JPN,2003,2.599
Japan,JPN,2004,3.442
Japan,JPN,2005,4.385
Japan,JPN,2006,5.334
Japan,JPN,2007,6.142
Japan,JPN,2008,6.847
Japan,JPN,2009,7.99
Japan,JPN,2010,10.381
Japan,JPN,2011,14.095
Japan,JPN,2012,18.988
Japan,JPN,2013,33.05
Japan,JPN,2014,59.928
Japan,JPN,2015,87.378
Japan,JPN,2016,108.955
Japan,JPN,2017,135.604
Japan,JPN,2018,154.378
Japan,JPN,2019,178.924
Japan,JPN,2020,204.58
Kazakhstan,KAZ,1985,0
Kazakhstan,KAZ,1986,0
Kazakhstan,KAZ,1987,0
Kazakhstan,KAZ,1988,0
Kazakhstan,KAZ,1989,0
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0
Kazakhstan,KAZ,2012,0
Kazakhstan,KAZ,2013,0.002
Kazakhstan,KAZ,2014,0.003
Kazakhstan,KAZ,2015,0.117
Kazakhstan,KAZ,2016,0.222
Kazakhstan,KAZ,2017,0.232
Kazakhstan,KAZ,2018,0.351
Kazakhstan,KAZ,2019,0.969
Kazakhstan,KAZ,2020,6.346
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0.008
Kuwait,KWT,2015,0.013
Kuwait,KWT,2016,0.123
Kuwait,KWT,2017,0.128
Kuwait,KWT,2018,0.176
Kuwait,KWT,2019,0.379
Kuwait,KWT,2020,0.378
Latvia,LVA,1985,0
Latvia,LVA,1986,0
Latvia,LVA,1987,0
Latvia,LVA,1988,0
Latvia,LVA,1989,0
Latvia,LVA,1990,0
Latvia,LVA,1991,0
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0
Latvia,LVA,1997,0
Latvia,LVA,1998,0
Latvia,LVA,1999,0
Latvia,LVA,2000,0
Latvia,LVA,2001,0
Latvia,LVA,2002,0
Latvia,LVA,2003,0
Latvia,LVA,2004,0
Latvia,LVA,2005,0
Latvia,LVA,2006,0
Latvia,LVA,2007,0
Latvia,LVA,2008,0
Latvia,LVA,2009,0
Latvia,LVA,2010,0
Latvia,LVA,2011,0.001
Latvia,LVA,2012,0.001
Latvia,LVA,2013,0.001
Latvia,LVA,2014,0.001
Latvia,LVA,2015,0.001
Latvia,LVA,2016,0.001
Latvia,LVA,2017,0.001
Latvia,LVA,2018,0.003
Latvia,LVA,2019,0.008
Latvia,LVA,2020,0.008
Lithuania,LTU,1985,0
Lithuania,LTU,1986,0
Lithuania,LTU,1987,0
Lithuania,LTU,1988,0
Lithuania,LTU,1989,0
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0
Lithuania,LTU,2005,0
Lithuania,LTU,2006,0
Lithuania,LTU,2007,0
Lithuania,LTU,2008,0
Lithuania,LTU,2009,0
Lithuania,LTU,2010,0
Lithuania,LTU,2011,0
Lithuania,LTU,2012,0.006
Lithuania,LTU,2013,0.115
Lithuania,LTU,2014,0.186
Lithuania,LTU,2015,0.185
Lithuania,LTU,2016,0.167
Lithuania,LTU,2017,0.166
Lithuania,LTU,2018,0.199
Lithuania,LTU,2019,0.226
Lithuania,LTU,2020,0.221
Luxembourg,LUX,1965,0
Luxembourg,LUX,1966,0
Luxembourg,LUX,1967,0
Luxembourg,LUX,1968,0
Luxembourg,LUX,1969,0
Luxembourg,LUX,1970,0
Luxembourg,LUX,1971,0
Luxembourg,LUX,1972,0
Luxembourg,LUX,1973,0
Luxembourg,LUX,1974,0
Luxembourg,LUX,1975,0
Luxembourg,LUX,1976,0
Luxembourg,LUX,1977,0
Luxembourg,LUX,1978,0
Luxembourg,LUX,1979,0
Luxembourg,LUX,1980,0
Luxembourg,LUX,1981,0
Luxembourg,LUX,1982,0
Luxembourg,LUX,1983,0
Luxembourg,LUX,1984,0
Luxembourg,LUX,1985,0
Luxembourg,LUX,1986,0
Luxembourg,LUX,1987,0
Luxembourg,LUX,1988,0
Luxembourg,LUX,1989,0
Luxembourg,LUX,1990,0
Luxembourg,LUX,1991,0
Luxembourg,LUX,1992,0
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1995,0
Luxembourg,LUX,1996,0
Luxembourg,LUX,1997,0
Luxembourg,LUX,1998,0
Luxembourg,LUX,1999,0
Luxembourg,LUX,2000,0
Luxembourg,LUX,2001,0
Luxembourg,LUX,2002,0
Luxembourg,LUX,2003,0.004
Luxembourg,LUX,2004,0.025
Luxembourg,LUX,2005,0.048
Luxembourg,LUX,2006,0.056
Luxembourg,LUX,2007,0.056
Luxembourg,LUX,2008,0.053
Luxembourg,LUX,2009,0.053
Luxembourg,LUX,2010,0.055
Luxembourg,LUX,2011,0.067
Luxembourg,LUX,2012,0.099
Luxembourg,LUX,2013,0.189
Luxembourg,LUX,2014,0.241
Luxembourg,LUX,2015,0.262
Luxembourg,LUX,2016,0.252
Luxembourg,LUX,2017,0.271
Luxembourg,LUX,2018,0.298
Luxembourg,LUX,2019,0.323
Luxembourg,LUX,2020,0.509
Malaysia,MYS,1965,0
Malaysia,MYS,1966,0
Malaysia,MYS,1967,0
Malaysia,MYS,1968,0
Malaysia,MYS,1969,0
Malaysia,MYS,1970,0
Malaysia,MYS,1971,0
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0
Malaysia,MYS,1986,0
Malaysia,MYS,1987,0
Malaysia,MYS,1988,0
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0
Malaysia,MYS,1996,0
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0
Malaysia,MYS,2001,0
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0
Malaysia,MYS,2005,0
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0
Malaysia,MYS,2008,0
Malaysia,MYS,2009,0
Malaysia,MYS,2010,0
Malaysia,MYS,2011,0
Malaysia,MYS,2012,0.018
Malaysia,MYS,2013,0.361
Malaysia,MYS,2014,0.578
Malaysia,MYS,2015,0.691
Malaysia,MYS,2016,0.78
Malaysia,MYS,2017,0.825
Malaysia,MYS,2018,1.571
Malaysia,MYS,2019,1.791
Malaysia,MYS,2020,3.021
Mexico,MEX,1965,0
Mexico,MEX,1966,0
Mexico,MEX,1967,0
Mexico,MEX,1968,0
Mexico,MEX,1969,0
Mexico,MEX,1970,0
Mexico,MEX,1971,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0
Mexico,MEX,1989,0
Mexico,MEX,1990,0.003
Mexico,MEX,1991,0.006
Mexico,MEX,1992,0.008
Mexico,MEX,1993,0.011
Mexico,MEX,1994,0.014
Mexico,MEX,1995,0.014
Mexico,MEX,1996,0.017
Mexico,MEX,1997,0.017
Mexico,MEX,1998,0.019
Mexico,MEX,1999,0.019
Mexico,MEX,2000,0.019
Mexico,MEX,2001,0.022
Mexico,MEX,2002,0.022
Mexico,MEX,2003,0.022
Mexico,MEX,2004,0.024
Mexico,MEX,2005,0.024
Mexico,MEX,2006,0.027
Mexico,MEX,2007,0.024
Mexico,MEX,2008,0.05
Mexico,MEX,2009,0.071
Mexico,MEX,2010,0.081
Mexico,MEX,2011,0.106
Mexico,MEX,2012,0.178
Mexico,MEX,2013,0.271
Mexico,MEX,2014,0.562
Mexico,MEX,2015,0.512
Mexico,MEX,2016,0.362
Mexico,MEX,2017,2.963
Mexico,MEX,2018,7.904
Mexico,MEX,2019,18.241
Mexico,MEX,2020,29.293
Middle Africa,,1965,0
Middle Africa,,1966,0
Middle Africa,,1967,0
Middle Africa,,1968,0
Middle Africa,,1969,0
Middle Africa,,1970,0
Middle Africa,,1971,0
Middle Africa,,1972,0
Middle Africa,,1973,0
Middle Africa,,1974,0
Middle Africa,,1975,0
Middle Africa,,1976,0
Middle Africa,,1977,0
Middle Africa,,1978,0
Middle Africa,,1979,0
Middle Africa,,1980,0
Middle Africa,,1981,0
Middle Africa,,1982,0
Middle Africa,,1983,0
Middle Africa,,1984,0
Middle Africa,,1985,0
Middle Africa,,1986,0
Middle Africa,,1987,0
Middle Africa,,1988,0
Middle Africa,,1989,0
Middle Africa,,1990,0
Middle Africa,,1991,0
Middle Africa,,1992,0
Middle Africa,,1993,0
Middle Africa,,1994,0
Middle Africa,,1995,0
Middle Africa,,1996,0
Middle Africa,,1997,0
Middle Africa,,1998,0
Middle Africa,,1999,0
Middle Africa,,2000,0
Middle Africa,,2001,0
Middle Africa,,2002,0.001
Middle Africa,,2003,0.002
Middle Africa,,2004,0.002
Middle Africa,,2005,0.003
Middle Africa,,2006,0.004
Middle Africa,,2007,0.012
Middle Africa,,2008,0.021
Middle Africa,,2009,0.027
Middle Africa,,2010,0.035
Middle Africa,,2011,0.043
Middle Africa,,2012,0.052
Middle Africa,,2013,0.06
Middle Africa,,2014,0.072
Middle Africa,,2015,0.083
Middle Africa,,2016,0.097
Middle Africa,,2017,0.113
Middle Africa,,2018,0.17
Middle Africa,,2019,0.169
Middle Africa,,2020,0.169
Middle East,,1965,0
Middle East,,1966,0
Middle East,,1967,0
Middle East,,1968,0
Middle East,,1969,0
Middle East,,1970,0
Middle East,,1971,0
Middle East,,1972,0
Middle East,,1973,0
Middle East,,1974,0
Middle East,,1975,0
Middle East,,1976,0
Middle East,,1977,0
Middle East,,1978,0
Middle East,,1979,0
Middle East,,1980,0
Middle East,,1981,0
Middle East,,1982,0
Middle East,,1983,0
Middle East,,1984,0
Middle East,,1985,0
Middle East,,1986,0
Middle East,,1987,0
Middle East,,1988,0
Middle East,,1989,0
Middle East,,1990,0
Middle East,,1991,0
Middle East,,1992,0
Middle East,,1993,0
Middle East,,1994,0
Middle East,,1995,0
Middle East,,1996,0
Middle East,,1997,0
Middle East,,1998,0
Middle East,,1999,0
Middle East,,2000,0
Middle East,,2001,0
Middle East,,2002,0
Middle East,,2003,0
Middle East,,2004,0
Middle East,,2005,0
Middle East,,2006,0
Middle East,,2007,0
Middle East,,2008,0.009
Middle East,,2009,0.09
Middle East,,2010,0.255
Middle East,,2011,0.587
Middle East,,2012,1.11
Middle East,,2013,1.77
Middle East,,2014,3.326
Middle East,,2015,4.652
Middle East,,2016,7.033
Middle East,,2017,9.771
Middle East,,2018,15.012
Middle East,,2019,29.416
Middle East,,2020,40.377
Morocco,MAR,1965,0
Morocco,MAR,1966,0
Morocco,MAR,1967,0
Morocco,MAR,1968,0
Morocco,MAR,1969,0
Morocco,MAR,1970,0
Morocco,MAR,1971,0
Morocco,MAR,1972,0
Morocco,MAR,1973,0
Morocco,MAR,1974,0
Morocco,MAR,1975,0
Morocco,MAR,1976,0
Morocco,MAR,1977,0
Morocco,MAR,1978,0
Morocco,MAR,1979,0
Morocco,MAR,1980,0
Morocco,MAR,1981,0
Morocco,MAR,1982,0
Morocco,MAR,1983,0
Morocco,MAR,1984,0
Morocco,MAR,1985,0
Morocco,MAR,1986,0
Morocco,MAR,1987,0
Morocco,MAR,1988,0
Morocco,MAR,1989,0
Morocco,MAR,1990,0
Morocco,MAR,1991,0
Morocco,MAR,1992,0
Morocco,MAR,1993,0
Morocco,MAR,1994,0
Morocco,MAR,1995,0
Morocco,MAR,1996,0
Morocco,MAR,1997,0
Morocco,MAR,1998,0
Morocco,MAR,1999,0
Morocco,MAR,2000,0
Morocco,MAR,2001,0
Morocco,MAR,2002,0
Morocco,MAR,2003,0
Morocco,MAR,2004,0
Morocco,MAR,2005,0
Morocco,MAR,2006,0
Morocco,MAR,2007,0
Morocco,MAR,2008,0
Morocco,MAR,2009,0
Morocco,MAR,2010,0
Morocco,MAR,2011,0
Morocco,MAR,2012,0
Morocco,MAR,2013,0
Morocco,MAR,2014,0
Morocco,MAR,2015,0.014
Morocco,MAR,2016,1.01
Morocco,MAR,2017,1.038
Morocco,MAR,2018,2.361
Morocco,MAR,2019,3.916
Morocco,MAR,2020,3.902
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0
Netherlands,NLD,1986,0
Netherlands,NLD,1987,0
Netherlands,NLD,1988,0
Netherlands,NLD,1989,0
Netherlands,NLD,1990,0
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0.003
Netherlands,NLD,1993,0.003
Netherlands,NLD,1994,0
Netherlands,NLD,1995,0.003
Netherlands,NLD,1996,0.006
Netherlands,NLD,1997,0.006
Netherlands,NLD,1998,0.01
Netherlands,NLD,1999,0.015
Netherlands,NLD,2000,0.021
Netherlands,NLD,2001,0.036
Netherlands,NLD,2002,0.047
Netherlands,NLD,2003,0.084
Netherlands,NLD,2004,0.09
Netherlands,NLD,2005,0.092
Netherlands,NLD,2006,0.094
Netherlands,NLD,2007,0.095
Netherlands,NLD,2008,0.103
Netherlands,NLD,2009,0.117
Netherlands,NLD,2010,0.155
Netherlands,NLD,2011,0.26
Netherlands,NLD,2012,0.654
Netherlands,NLD,2013,1.321
Netherlands,NLD,2014,1.997
Netherlands,NLD,2015,2.837
Netherlands,NLD,2016,3.922
Netherlands,NLD,2017,5.511
Netherlands,NLD,2018,9.219
Netherlands,NLD,2019,13.213
Netherlands,NLD,2020,19.875
New Zealand,NZL,1965,0
New Zealand,NZL,1966,0
New Zealand,NZL,1967,0
New Zealand,NZL,1968,0
New Zealand,NZL,1969,0
New Zealand,NZL,1970,0
New Zealand,NZL,1971,0
New Zealand,NZL,1972,0
New Zealand,NZL,1973,0
New Zealand,NZL,1974,0
New Zealand,NZL,1975,0
New Zealand,NZL,1976,0
New Zealand,NZL,1977,0
New Zealand,NZL,1978,0
New Zealand,NZL,1979,0
New Zealand,NZL,1980,0
New Zealand,NZL,1981,0
New Zealand,NZL,1982,0
New Zealand,NZL,1983,0
New Zealand,NZL,1984,0
New Zealand,NZL,1985,0
New Zealand,NZL,1986,0
New Zealand,NZL,1987,0
New Zealand,NZL,1988,0
New Zealand,NZL,1989,0
New Zealand,NZL,1990,0
New Zealand,NZL,1991,0
New Zealand,NZL,1992,0
New Zealand,NZL,1993,0
New Zealand,NZL,1994,0
New Zealand,NZL,1995,0
New Zealand,NZL,1996,0
New Zealand,NZL,1997,0
New Zealand,NZL,1998,0
New Zealand,NZL,1999,0
New Zealand,NZL,2000,0
New Zealand,NZL,2001,0
New Zealand,NZL,2002,0
New Zealand,NZL,2003,0
New Zealand,NZL,2004,0
New Zealand,NZL,2005,0
New Zealand,NZL,2006,0
New Zealand,NZL,2007,0.009
New Zealand,NZL,2008,0.009
New Zealand,NZL,2009,0.009
New Zealand,NZL,2010,0.01
New Zealand,NZL,2011,0.011
New Zealand,NZL,2012,0.012
New Zealand,NZL,2013,0.017
New Zealand,NZL,2014,0.047
New Zealand,NZL,2015,0.093
New Zealand,NZL,2016,0.144
New Zealand,NZL,2017,0.193
New Zealand,NZL,2018,0.251
New Zealand,NZL,2019,0.318
New Zealand,NZL,2020,0.395
Non-OECD,,1965,0
Non-OECD,,1966,0
Non-OECD,,1967,0
Non-OECD,,1968,0
Non-OECD,,1969,0
Non-OECD,,1970,0
Non-OECD,,1971,0
Non-OECD,,1972,0
Non-OECD,,1973,0
Non-OECD,,1974,0
Non-OECD,,1975,0
Non-OECD,,1976,0
Non-OECD,,1977,0
Non-OECD,,1978,0
Non-OECD,,1979,0
Non-OECD,,1980,0
Non-OECD,,1981,0
Non-OECD,,1982,0
Non-OECD,,1983,0
Non-OECD,,1984,0
Non-OECD,,1985,0
Non-OECD,,1986,0
Non-OECD,,1987,0
Non-OECD,,1988,0
Non-OECD,,1989,0
Non-OECD,,1990,0.006
Non-OECD,,1991,0.006
Non-OECD,,1992,0.008
Non-OECD,,1993,0.011
Non-OECD,,1994,0.014
Non-OECD,,1995,0.022
Non-OECD,,1996,0.042
Non-OECD,,1997,0.047
Non-OECD,,1998,0.056
Non-OECD,,1999,0.064
Non-OECD,,2000,0.124
Non-OECD,,2001,0.178
Non-OECD,,2002,0.243
Non-OECD,,2003,0.314
Non-OECD,,2004,0.375
Non-OECD,,2005,0.44
Non-OECD,,2006,0.575
Non-OECD,,2007,0.827
Non-OECD,,2008,1.065
Non-OECD,,2009,1.622
Non-OECD,,2010,3.478
Non-OECD,,2011,12.122
Non-OECD,,2012,23.833
Non-OECD,,2013,45.98
Non-OECD,,2014,97.232
Non-OECD,,2015,154.076
Non-OECD,,2016,248.835
Non-OECD,,2017,419.057
Non-OECD,,2018,624.233
Non-OECD,,2019,815.092
Non-OECD,,2020,986.897
North Macedonia,MKD,1990,0
North Macedonia,MKD,1991,0
North Macedonia,MKD,1992,0
North Macedonia,MKD,1993,0
North Macedonia,MKD,1994,0
North Macedonia,MKD,1995,0
North Macedonia,MKD,1996,0
