Entity,Code,Year,Gas per capita (kWh)
Iran,IRN,1968,339.343
Iran,IRN,1969,387.681
Iran,IRN,1970,895.163
Iran,IRN,1971,1008.944
Iran,IRN,1972,1124.444
Iran,IRN,1973,1329.11
Iran,IRN,1974,1313.927
Iran,IRN,1975,1301.838
Iran,IRN,1976,1422.771
Iran,IRN,1977,1410.244
Iran,IRN,1978,1056.941
Iran,IRN,1979,1367.472
Iran,IRN,1980,1173.449
Iran,IRN,1981,1225.884
Iran,IRN,1982,1611.949
Iran,IRN,1983,1767.616
Iran,IRN,1984,1974.561
Iran,IRN,1985,2045.833
Iran,IRN,1986,1889.044
Iran,IRN,1987,2225.227
Iran,IRN,1988,2330.087
Iran,IRN,1989,2848.646
Iran,IRN,1990,4044.716
Iran,IRN,1991,4599.776
Iran,IRN,1992,5191.922
Iran,IRN,1993,2764.926
Iran,IRN,1994,4308.473
Iran,IRN,1995,5186.628
Iran,IRN,1996,6016.448
Iran,IRN,1997,6296.279
Iran,IRN,1998,7226.834
Iran,IRN,1999,8483.324
Iran,IRN,2000,9057.886
Iran,IRN,2001,10012.589
Iran,IRN,2002,11625.267
Iran,IRN,2003,11784.107
Iran,IRN,2004,13524.926
Iran,IRN,2005,13911.084
Iran,IRN,2006,14993.189
Iran,IRN,2007,16618.751
Iran,IRN,2008,17441.175
Iran,IRN,2009,18484.036
Iran,IRN,2010,19574.918
Iran,IRN,2011,20525.6
Iran,IRN,2012,20194.056
Iran,IRN,2013,20113.843
Iran,IRN,2014,22384.22
Iran,IRN,2015,23444.318
Iran,IRN,2016,24674.378
Iran,IRN,2017,25405.731
Iran,IRN,2018,26847.341
Iran,IRN,2019,26949.123
Iran,IRN,2020,27752.604
Iraq,IRQ,1965,564.842
Iraq,IRQ,1966,666.558
Iraq,IRQ,1967,513.893
Iraq,IRQ,1968,497.534
Iraq,IRQ,1969,755.197
Iraq,IRQ,1970,747.129
Iraq,IRQ,1971,856.828
Iraq,IRQ,1972,837.999
Iraq,IRQ,1973,789.434
Iraq,IRQ,1974,702.083
Iraq,IRQ,1975,1052.884
Iraq,IRQ,1976,1420.828
Iraq,IRQ,1977,898.006
Iraq,IRQ,1978,901.936
Iraq,IRQ,1979,1254.573
Iraq,IRQ,1980,891.321
Iraq,IRQ,1981,419.393
Iraq,IRQ,1982,447.602
Iraq,IRQ,1983,301.371
Iraq,IRQ,1984,368.983
Iraq,IRQ,1985,519.099
Iraq,IRQ,1986,925.533
Iraq,IRQ,1987,2191.356
Iraq,IRQ,1988,3202.445
Iraq,IRQ,1989,3605.487
Iraq,IRQ,1990,2170.606
Iraq,IRQ,1991,924.009
Iraq,IRQ,1992,1171.837
Iraq,IRQ,1993,1278.022
Iraq,IRQ,1994,1541.25
Iraq,IRQ,1995,1494.591
Iraq,IRQ,1996,1481.014
Iraq,IRQ,1997,1351.474
Iraq,IRQ,1998,1267.279
Iraq,IRQ,1999,1324.881
Iraq,IRQ,2000,1273.536
Iraq,IRQ,2001,1083.106
Iraq,IRQ,2002,899.249
Iraq,IRQ,2003,577.902
Iraq,IRQ,2004,361.027
Iraq,IRQ,2005,511.658
Iraq,IRQ,2006,501.856
Iraq,IRQ,2007,1627.645
Iraq,IRQ,2008,2274.956
Iraq,IRQ,2009,2365.202
Iraq,IRQ,2010,2399.056
Iraq,IRQ,2011,2051.054
Iraq,IRQ,2012,1988.507
Iraq,IRQ,2013,2133.078
Iraq,IRQ,2014,2188.438
Iraq,IRQ,2015,2052.47
Iraq,IRQ,2016,2702.927
Iraq,IRQ,2017,3042.881
Iraq,IRQ,2018,3798.878
Iraq,IRQ,2019,4958.653
Iraq,IRQ,2020,5170.489
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,826.563
Ireland,IRL,1980,2382.963
Ireland,IRL,1981,3543.956
Ireland,IRL,1982,5152.793
Ireland,IRL,1983,5532.466
Ireland,IRL,1984,5829.686
Ireland,IRL,1985,5981.743
Ireland,IRL,1986,4212.487
Ireland,IRL,1987,4196.776
Ireland,IRL,1988,5039.717
Ireland,IRL,1989,5719.592
Ireland,IRL,1990,6217.678
Ireland,IRL,1991,6357.7
Ireland,IRL,1992,6266.639
Ireland,IRL,1993,7085.693
Ireland,IRL,1994,7164.615
Ireland,IRL,1995,7572.725
Ireland,IRL,1996,8537.035
Ireland,IRL,1997,8845.71
Ireland,IRL,1998,8855.383
Ireland,IRL,1999,9359.555
Ireland,IRL,2000,10584.488
Ireland,IRL,2001,10869.499
Ireland,IRL,2002,10969.363
Ireland,IRL,2003,10691.804
Ireland,IRL,2004,10468.963
Ireland,IRL,2005,9764.652
Ireland,IRL,2006,10850.338
Ireland,IRL,2007,11523.384
Ireland,IRL,2008,11822.608
Ireland,IRL,2009,11025.626
Ireland,IRL,2010,12004.548
Ireland,IRL,2011,10474.599
Ireland,IRL,2012,10178.253
Ireland,IRL,2013,9678.887
Ireland,IRL,2014,9354.682
Ireland,IRL,2015,9406.658
Ireland,IRL,2016,10478.869
Ireland,IRL,2017,10558.78
Ireland,IRL,2018,10813.186
Ireland,IRL,2019,10887.642
Ireland,IRL,2020,10744.609
Israel,ISR,1965,295.705
Israel,ISR,1966,373.102
Israel,ISR,1967,408.186
Israel,ISR,1968,512.496
Israel,ISR,1969,514.648
Israel,ISR,1970,458.002
Israel,ISR,1971,415.955
Israel,ISR,1972,397.95
Israel,ISR,1973,167.032
Israel,ISR,1974,197.641
Israel,ISR,1975,175.332
Israel,ISR,1976,164.423
Israel,ISR,1977,159.38
Israel,ISR,1978,153.263
Israel,ISR,1979,106.86
Israel,ISR,1980,4.984
Israel,ISR,1981,5.179
Israel,ISR,1982,113.24
Israel,ISR,1983,157.724
Israel,ISR,1984,135.458
Israel,ISR,1985,125.385
Israel,ISR,1986,92.504
Israel,ISR,1987,103.713
Israel,ISR,1988,93.515
Israel,ISR,1989,84.026
Israel,ISR,1990,70.826
Israel,ISR,1991,57.13
Israel,ISR,1992,47.178
Israel,ISR,1993,45.323
Israel,ISR,1994,40.413
Israel,ISR,1995,45.623
Israel,ISR,1996,27.842
Israel,ISR,1997,32.391
Israel,ISR,1998,19.886
Israel,ISR,1999,17.502
Israel,ISR,2000,15.413
Israel,ISR,2001,15.837
Israel,ISR,2002,13.888
Israel,ISR,2003,12.394
Israel,ISR,2004,1781.324
Israel,ISR,2005,2404.944
Israel,ISR,2006,3282.135
Israel,ISR,2007,3831.598
Israel,ISR,2008,5141.524
Israel,ISR,2009,5566.527
Israel,ISR,2010,6959.902
Israel,ISR,2011,6343.186
Israel,ISR,2012,3206.361
Israel,ISR,2013,8578.698
Israel,ISR,2014,9228.522
Israel,ISR,2015,10092.856
Israel,ISR,2016,11406.432
Israel,ISR,2017,12001.502
Israel,ISR,2018,12554.942
Israel,ISR,2019,12643.986
Israel,ISR,2020,13053.498
Italy,ITA,1965,1427.07
Italy,ITA,1966,1546.62
Italy,ITA,1967,1677.427
Italy,ITA,1968,1956.52
Italy,ITA,1969,2133.623
Italy,ITA,1970,2286.145
Italy,ITA,1971,2345.523
Italy,ITA,1972,2671.392
Italy,ITA,1973,2981.246
Italy,ITA,1974,3332.292
Italy,ITA,1975,3818.526
Italy,ITA,1976,4600.835
Italy,ITA,1977,4678.444
Italy,ITA,1978,4591.867
Italy,ITA,1979,4701.751
Italy,ITA,1980,4652.475
Italy,ITA,1981,4498.661
Italy,ITA,1982,4471.949
Italy,ITA,1983,4588.854
Italy,ITA,1984,5396.739
Italy,ITA,1985,5478.024
Italy,ITA,1986,5787.189
Italy,ITA,1987,6416.765
Italy,ITA,1988,6960.039
Italy,ITA,1989,7527.417
Italy,ITA,1990,7962.745
Italy,ITA,1991,8453.289
Italy,ITA,1992,8367.002
Italy,ITA,1993,8529.651
Italy,ITA,1994,8240.071
Italy,ITA,1995,9082.842
Italy,ITA,1996,9388.504
Italy,ITA,1997,9776.146
Italy,ITA,1998,10555.453
Italy,ITA,1999,11490.498
Italy,ITA,2000,11973.177
Italy,ITA,2001,11967.376
Italy,ITA,2002,11822.305
Italy,ITA,2003,12947.759
Italy,ITA,2004,13346.678
Italy,ITA,2005,14201.766
Italy,ITA,2006,13846.125
Italy,ITA,2007,13865.388
Italy,ITA,2008,13721.771
Italy,ITA,2009,12573.697
Italy,ITA,2010,13341.703
Italy,ITA,2011,12454.655
Italy,ITA,2012,11916.712
Italy,ITA,2013,11092.571
Italy,ITA,2014,9761.962
Italy,ITA,2015,10616.883
Italy,ITA,2016,11134.598
Italy,ITA,2017,11797.345
Italy,ITA,2018,11416.334
Italy,ITA,2019,11691.257
Italy,ITA,2020,11190.816
Japan,JPN,1965,185.496
Japan,JPN,1966,188.158
Japan,JPN,1967,192.279
Japan,JPN,1968,206.563
Japan,JPN,1969,225.376
Japan,JPN,1970,340.434
Japan,JPN,1971,359.888
Japan,JPN,1972,354.864
Japan,JPN,1973,486.816
Japan,JPN,1974,656.379
Japan,JPN,1975,776.453
Japan,JPN,1976,920.44
Japan,JPN,1977,1112.841
Japan,JPN,1978,1547.684
Japan,JPN,1979,1820.773
Japan,JPN,1980,2137.295
Japan,JPN,1981,2125.029
Japan,JPN,1982,2160.303
Japan,JPN,1983,2308.968
Japan,JPN,1984,3085.927
Japan,JPN,1985,3286.729
Japan,JPN,1986,3327.25
Japan,JPN,1987,3396.738
Japan,JPN,1988,3587.75
Japan,JPN,1989,3712.442
Japan,JPN,1990,4041.27
Japan,JPN,1991,4258.513
Japan,JPN,1992,4413.174
Japan,JPN,1993,4430.44
Japan,JPN,1994,4725.113
Japan,JPN,1995,4797.009
Japan,JPN,1996,5107.012
Japan,JPN,1997,5290.676
Japan,JPN,1998,5440.948
Japan,JPN,1999,5705.189
Japan,JPN,2000,5933.391
Japan,JPN,2001,6086.142
Japan,JPN,2002,5946.068
Japan,JPN,2003,6520.331
Japan,JPN,2004,6287.168
Japan,JPN,2005,6446.703
Japan,JPN,2006,6895.228
Japan,JPN,2007,7423.701
Japan,JPN,2008,7709.711
Japan,JPN,2009,7193.65
Japan,JPN,2010,7774.62
Japan,JPN,2011,8717.995
Japan,JPN,2012,9594.437
Japan,JPN,2013,9627.695
Japan,JPN,2014,9733.444
Japan,JPN,2015,9275.9
Japan,JPN,2016,9111.973
Japan,JPN,2017,9175.222
Japan,JPN,2018,9096.404
Japan,JPN,2019,8522.86
Japan,JPN,2020,8255.989
Kazakhstan,KAZ,1985,5760
Kazakhstan,KAZ,1986,6892.031
Kazakhstan,KAZ,1987,7115.892
Kazakhstan,KAZ,1988,7343.645
Kazakhstan,KAZ,1989,7528.281
Kazakhstan,KAZ,1990,7996.259
Kazakhstan,KAZ,1991,8400.6
Kazakhstan,KAZ,1992,8676.272
Kazakhstan,KAZ,1993,8379.782
Kazakhstan,KAZ,1994,6149.307
Kazakhstan,KAZ,1995,7144.109
Kazakhstan,KAZ,1996,6053.226
Kazakhstan,KAZ,1997,4821.148
Kazakhstan,KAZ,1998,4847.267
Kazakhstan,KAZ,1999,5550.141
Kazakhstan,KAZ,2000,3203.138
Kazakhstan,KAZ,2001,2745.234
Kazakhstan,KAZ,2002,2742.911
Kazakhstan,KAZ,2003,3101.566
Kazakhstan,KAZ,2004,3279.598
Kazakhstan,KAZ,2005,4158.306
Kazakhstan,KAZ,2006,4527.861
Kazakhstan,KAZ,2007,5420.685
Kazakhstan,KAZ,2008,5716.062
Kazakhstan,KAZ,2009,5457.956
Kazakhstan,KAZ,2010,5875.06
Kazakhstan,KAZ,2011,6442.613
Kazakhstan,KAZ,2012,6812.448
Kazakhstan,KAZ,2013,7019.666
Kazakhstan,KAZ,2014,7757.447
Kazakhstan,KAZ,2015,7741.113
Kazakhstan,KAZ,2016,7937.063
Kazakhstan,KAZ,2017,8343.425
Kazakhstan,KAZ,2018,9482.232
Kazakhstan,KAZ,2019,9383.143
Kazakhstan,KAZ,2020,8849.555
Kuwait,KWT,1965,36568.525
Kuwait,KWT,1966,43217.427
Kuwait,KWT,1967,44573.155
Kuwait,KWT,1968,50118.461
Kuwait,KWT,1969,51390.373
Kuwait,KWT,1970,25994.589
Kuwait,KWT,1971,25027.598
Kuwait,KWT,1972,27733.325
Kuwait,KWT,1973,29224.692
Kuwait,KWT,1974,28951.241
Kuwait,KWT,1975,29865.203
Kuwait,KWT,1976,33805.303
Kuwait,KWT,1977,34695.275
Kuwait,KWT,1978,36639.892
Kuwait,KWT,1979,45818.688
Kuwait,KWT,1980,28256.81
Kuwait,KWT,1981,30915.712
Kuwait,KWT,1982,23157.133
Kuwait,KWT,1983,24307.634
Kuwait,KWT,1984,25162.384
Kuwait,KWT,1985,22993.452
Kuwait,KWT,1986,29708.554
Kuwait,KWT,1987,23420.322
Kuwait,KWT,1988,31933.583
Kuwait,KWT,1989,37041.58
Kuwait,KWT,1990,18996.842
Kuwait,KWT,1991,2338.409
Kuwait,KWT,1992,13014.9
Kuwait,KWT,1993,29047.635
Kuwait,KWT,1994,34180.021
Kuwait,KWT,1995,54885.539
Kuwait,KWT,1996,54318.859
Kuwait,KWT,1997,51492.302
Kuwait,KWT,1998,49240.095
Kuwait,KWT,1999,42290.577
Kuwait,KWT,2000,44593.931
Kuwait,KWT,2001,42909.348
Kuwait,KWT,2002,38720.363
Kuwait,KWT,2003,43948.433
Kuwait,KWT,2004,47057.567
Kuwait,KWT,2005,51471.368
Kuwait,KWT,2006,49668.042
Kuwait,KWT,2007,42719.239
Kuwait,KWT,2008,45425.317
Kuwait,KWT,2009,41992.025
Kuwait,KWT,2010,46711.534
Kuwait,KWT,2011,50055.77
Kuwait,KWT,2012,52351.837
Kuwait,KWT,2013,50392.738
Kuwait,KWT,2014,48419
Kuwait,KWT,2015,52984.636
Kuwait,KWT,2016,53451.271
Kuwait,KWT,2017,51841.726
Kuwait,KWT,2018,51125.569
Kuwait,KWT,2019,54773.039
Kuwait,KWT,2020,48343.085
Latvia,LVA,1985,8177.807
Latvia,LVA,1986,8481.565
Latvia,LVA,1987,8738.5
Latvia,LVA,1988,9328.987
Latvia,LVA,1989,9279.581
Latvia,LVA,1990,9640.13
Latvia,LVA,1991,9331.36
Latvia,LVA,1992,5388.967
Latvia,LVA,1993,3418.967
Latvia,LVA,1994,3471.423
Latvia,LVA,1995,4221.825
Latvia,LVA,1996,3915.333
Latvia,LVA,1997,3956.065
Latvia,LVA,1998,4516.836
Latvia,LVA,1999,4366.383
Latvia,LVA,2000,5341.095
Latvia,LVA,2001,5613.415
Latvia,LVA,2002,6467.577
Latvia,LVA,2003,6507.531
Latvia,LVA,2004,7267.562
Latvia,LVA,2005,7144.329
Latvia,LVA,2006,7473.251
Latvia,LVA,2007,7319.54
Latvia,LVA,2008,7257.465
Latvia,LVA,2009,6738.071
Latvia,LVA,2010,8133.713
Latvia,LVA,2011,7250.86
Latvia,LVA,2012,6897.905
Latvia,LVA,2013,6876.518
Latvia,LVA,2014,6252.479
Latvia,LVA,2015,6379.171
Latvia,LVA,2016,6683.948
Latvia,LVA,2017,6131.876
Latvia,LVA,2018,7112.218
Latvia,LVA,2019,6880.27
Latvia,LVA,2020,5689.679
Lithuania,LTU,1985,11450.691
Lithuania,LTU,1986,11373.891
Lithuania,LTU,1987,11770.73
Lithuania,LTU,1988,12167.311
Lithuania,LTU,1989,12828.242
Lithuania,LTU,1990,14722.395
Lithuania,LTU,1991,15234.492
Lithuania,LTU,1992,8725.417
Lithuania,LTU,1993,4741.475
Lithuania,LTU,1994,5517.745
Lithuania,LTU,1995,6506.388
Lithuania,LTU,1996,7000.1
Lithuania,LTU,1997,6505.17
Lithuania,LTU,1998,5737.572
Lithuania,LTU,1999,5974.189
Lithuania,LTU,2000,6855.771
Lithuania,LTU,2001,7187.349
Lithuania,LTU,2002,7327.549
Lithuania,LTU,2003,8019.211
Lithuania,LTU,2004,8077.738
Lithuania,LTU,2005,8613.678
Lithuania,LTU,2006,8641.542
Lithuania,LTU,2007,10320.747
Lithuania,LTU,2008,9397.06
Lithuania,LTU,2009,8010.693
Lithuania,LTU,2010,9277.723
Lithuania,LTU,2011,10254.799
Lithuania,LTU,2012,10137.438
Lithuania,LTU,2013,8365.74
Lithuania,LTU,2014,8082.5
Lithuania,LTU,2015,8198.744
Lithuania,LTU,2016,7412.445
Lithuania,LTU,2017,7833.25
Lithuania,LTU,2018,7991.692
Lithuania,LTU,2019,7816.834
Lithuania,LTU,2020,8670.954
Luxembourg,LUX,1965,0
Luxembourg,LUX,1966,0
Luxembourg,LUX,1967,0
Luxembourg,LUX,1968,0
Luxembourg,LUX,1969,86.649
Luxembourg,LUX,1970,214.768
Luxembourg,LUX,1971,428.184
Luxembourg,LUX,1972,3396.961
Luxembourg,LUX,1973,6733.94
Luxembourg,LUX,1974,8971.125
Luxembourg,LUX,1975,10304.217
Luxembourg,LUX,1976,11712.66
Luxembourg,LUX,1977,12246.787
Luxembourg,LUX,1978,13392.483
Luxembourg,LUX,1979,13934.97
Luxembourg,LUX,1980,12223.619
Luxembourg,LUX,1981,9440.388
Luxembourg,LUX,1982,7826.626
Luxembourg,LUX,1983,7421.155
Luxembourg,LUX,1984,8011.991
Luxembourg,LUX,1985,8748.929
Luxembourg,LUX,1986,8508.807
Luxembourg,LUX,1987,9633.006
Luxembourg,LUX,1988,9944.666
Luxembourg,LUX,1989,11202.006
Luxembourg,LUX,1990,13048.041
Luxembourg,LUX,1991,13406.003
Luxembourg,LUX,1992,13792.495
Luxembourg,LUX,1993,14129.541
Luxembourg,LUX,1994,14035.702
Luxembourg,LUX,1995,15815.256
Luxembourg,LUX,1996,17104.153
Luxembourg,LUX,1997,17276.747
Luxembourg,LUX,1998,17205.127
Luxembourg,LUX,1999,17621.424
Luxembourg,LUX,2000,17903.349
Luxembourg,LUX,2001,19717.324
Luxembourg,LUX,2002,27961.472
Luxembourg,LUX,2003,28077.426
Luxembourg,LUX,2004,30782.058
Luxembourg,LUX,2005,29879.036
Luxembourg,LUX,2006,30732.353
Luxembourg,LUX,2007,28123.955
Luxembourg,LUX,2008,26193.05
Luxembourg,LUX,2009,26056.416
Luxembourg,LUX,2010,27400.254
Luxembourg,LUX,2011,23117.674
Luxembourg,LUX,2012,23026.498
Luxembourg,LUX,2013,19075.666
Luxembourg,LUX,2014,17683.859
Luxembourg,LUX,2015,15779.247
Luxembourg,LUX,2016,14237.026
Luxembourg,LUX,2017,13618.785
Luxembourg,LUX,2018,13157.994
Luxembourg,LUX,2019,12920.589
Luxembourg,LUX,2020,11708.646
Malaysia,MYS,1965,0
Malaysia,MYS,1966,0
Malaysia,MYS,1967,0
Malaysia,MYS,1968,0
Malaysia,MYS,1969,0
Malaysia,MYS,1970,7.535
Malaysia,MYS,1971,74.915
Malaysia,MYS,1972,102.479
Malaysia,MYS,1973,100.107
Malaysia,MYS,1974,203.793
Malaysia,MYS,1975,239.78
Malaysia,MYS,1976,278.438
Malaysia,MYS,1977,248.371
Malaysia,MYS,1978,1791.096
Malaysia,MYS,1979,2173.061
Malaysia,MYS,1980,1885.502
Malaysia,MYS,1981,1547.754
Malaysia,MYS,1982,1903.079
Malaysia,MYS,1983,2604.689
Malaysia,MYS,1984,3147.818
Malaysia,MYS,1985,2960.638
Malaysia,MYS,1986,4466.797
Malaysia,MYS,1987,4326.937
Malaysia,MYS,1988,4284.442
Malaysia,MYS,1989,4764.407
Malaysia,MYS,1990,4386.937
Malaysia,MYS,1991,6350.055
Malaysia,MYS,1992,6725.489
Malaysia,MYS,1993,6441.453
Malaysia,MYS,1994,6523.631
Malaysia,MYS,1995,6607.004
Malaysia,MYS,1996,7752.926
Malaysia,MYS,1997,9381.55
Malaysia,MYS,1998,9242.627
Malaysia,MYS,1999,10266.26
Malaysia,MYS,2000,12397.052
Malaysia,MYS,2001,11687.344
Malaysia,MYS,2002,11602.919
Malaysia,MYS,2003,12254.001
Malaysia,MYS,2004,12978.739
Malaysia,MYS,2005,14547.349
Malaysia,MYS,2006,14832.482
Malaysia,MYS,2007,15120.11
Malaysia,MYS,2008,15989.766
Malaysia,MYS,2009,14430.249
Malaysia,MYS,2010,13479.55
Malaysia,MYS,2011,13373.859
Malaysia,MYS,2012,14454.197
Malaysia,MYS,2013,15123.511
Malaysia,MYS,2014,14969.644
Malaysia,MYS,2015,15473.529
Malaysia,MYS,2016,14663.036
Malaysia,MYS,2017,14481.495
Malaysia,MYS,2018,14170.831
Malaysia,MYS,2019,13990.089
Malaysia,MYS,2020,11787.751
Mexico,MEX,1965,1827.74
Mexico,MEX,1966,1869.815
Mexico,MEX,1967,1558.826
Mexico,MEX,1968,1622.733
Mexico,MEX,1969,1951.548
Mexico,MEX,1970,1935.681
Mexico,MEX,1971,1951.803
Mexico,MEX,1972,2025.597
Mexico,MEX,1973,2179.273
Mexico,MEX,1974,2227.95
Mexico,MEX,1975,2204.244
Mexico,MEX,1976,2104.024
Mexico,MEX,1977,2163.176
Mexico,MEX,1978,2652.285
Mexico,MEX,1979,3140.389
Mexico,MEX,1980,3291.216
Mexico,MEX,1981,3483.649
Mexico,MEX,1982,3658.339
Mexico,MEX,1983,3688.638
Mexico,MEX,1984,3612.301
Mexico,MEX,1985,3622.876
Mexico,MEX,1986,3156.246
Mexico,MEX,1987,3147.01
Mexico,MEX,1988,3139.007
Mexico,MEX,1989,3010.412
Mexico,MEX,1990,3194.727
Mexico,MEX,1991,3301.985
Mexico,MEX,1992,3243.12
Mexico,MEX,1993,3196.208
Mexico,MEX,1994,3338.978
Mexico,MEX,1995,3348.152
Mexico,MEX,1996,3357.951
Mexico,MEX,1997,3322.808
Mexico,MEX,1998,3485.354
Mexico,MEX,1999,3466.273
Mexico,MEX,2000,3631.283
Mexico,MEX,2001,3608.297
Mexico,MEX,2002,4038.841
Mexico,MEX,2003,4317.908
Mexico,MEX,2004,4594.746
Mexico,MEX,2005,4972.622
Mexico,MEX,2006,5419.138
Mexico,MEX,2007,5224.985
Mexico,MEX,2008,5414.112
Mexico,MEX,2009,5794.647
Mexico,MEX,2010,5788.665
Mexico,MEX,2011,6120.252
Mexico,MEX,2012,6280.482
Mexico,MEX,2013,6546.915
Mexico,MEX,2014,6551.32
Mexico,MEX,2015,6629.258
Mexico,MEX,2016,6732.168
Mexico,MEX,2017,6894.971
Mexico,MEX,2018,6940.751
Mexico,MEX,2019,6895.787
Mexico,MEX,2020,6692.906
Morocco,MAR,1965,34.176
Morocco,MAR,1966,33.321
Morocco,MAR,1967,32.521
Morocco,MAR,1968,31.771
Morocco,MAR,1969,31.062
Morocco,MAR,1970,30.386
Morocco,MAR,1971,30.708
Morocco,MAR,1972,32.571
Morocco,MAR,1973,39.889
Morocco,MAR,1974,44.81
Morocco,MAR,1975,38.789
Morocco,MAR,1976,42.422
Morocco,MAR,1977,45.167
Morocco,MAR,1978,41.66
Morocco,MAR,1979,37.675
Morocco,MAR,1980,32.282
Morocco,MAR,1981,40.455
Morocco,MAR,1982,36.636
Morocco,MAR,1983,37.766
Morocco,MAR,1984,36.849
Morocco,MAR,1985,40.723
Morocco,MAR,1986,38.598
Morocco,MAR,1987,30.741
Morocco,MAR,1988,30.813
Morocco,MAR,1989,22.34
Morocco,MAR,1990,20.291
Morocco,MAR,1991,12.754
Morocco,MAR,1992,8.233
Morocco,MAR,1993,7.912
Morocco,MAR,1994,7.605
Morocco,MAR,1995,4.74
Morocco,MAR,1996,5.942
Morocco,MAR,1997,10.806
Morocco,MAR,1998,11.709
Morocco,MAR,1999,13.482
Morocco,MAR,2000,15.346
Morocco,MAR,2001,15.008
Morocco,MAR,2002,17.953
Morocco,MAR,2003,17.016
Morocco,MAR,2004,21.583
Morocco,MAR,2005,139.629
Morocco,MAR,2006,171.306
Morocco,MAR,2007,191.017
Morocco,MAR,2008,186.403
Morocco,MAR,2009,202.255
Morocco,MAR,2010,215.659
Morocco,MAR,2011,269.317
Morocco,MAR,2012,355.203
Morocco,MAR,2013,339.581
Morocco,MAR,2014,324.522
Morocco,MAR,2015,325.944
Morocco,MAR,2016,326.877
Morocco,MAR,2017,320.193
Morocco,MAR,2018,285.78
Morocco,MAR,2019,267.518
Morocco,MAR,2020,204.023
Netherlands,NLD,1965,1224.657
Netherlands,NLD,1966,2306.57
Netherlands,NLD,1967,4026.14
Netherlands,NLD,1968,6689.344
Netherlands,NLD,1969,9745.455
Netherlands,NLD,1970,13566.361
Netherlands,NLD,1971,17535.51
Netherlands,NLD,1972,22570.196
Netherlands,NLD,1973,24838.563
Netherlands,NLD,1974,26175.269
Netherlands,NLD,1975,27060.609
Netherlands,NLD,1976,27872.231
Netherlands,NLD,1977,27771.962
Netherlands,NLD,1978,27650.572
Netherlands,NLD,1979,27365.935
Netherlands,NLD,1980,24875.214
Netherlands,NLD,1981,23552.165
Netherlands,NLD,1982,22385.14
Netherlands,NLD,1983,23822.712
Netherlands,NLD,1984,25185.188
Netherlands,NLD,1985,26411.399
Netherlands,NLD,1986,26187.25
Netherlands,NLD,1987,26864.663
Netherlands,NLD,1988,24141.479
Netherlands,NLD,1989,24604.346
Netherlands,NLD,1990,24593.717
Netherlands,NLD,1991,27262.383
Netherlands,NLD,1992,26369.562
Netherlands,NLD,1993,26939.072
Netherlands,NLD,1994,25845.495
Netherlands,NLD,1995,26379.106
Netherlands,NLD,1996,29055.29
Netherlands,NLD,1997,27063.669
Netherlands,NLD,1998,26571.734
Netherlands,NLD,1999,25813.991
Netherlands,NLD,2000,25738.551
Netherlands,NLD,2001,26107.62
Netherlands,NLD,2002,25696.054
Netherlands,NLD,2003,25728.968
Netherlands,NLD,2004,26203.311
Netherlands,NLD,2005,25328.528
Netherlands,NLD,2006,24214.199
Netherlands,NLD,2007,23509.06
Netherlands,NLD,2008,24377.514
Netherlands,NLD,2009,24875.15
Netherlands,NLD,2010,28027.676
Netherlands,NLD,2011,24451.753
Netherlands,NLD,2012,23394.304
Netherlands,NLD,2013,23220.301
Netherlands,NLD,2014,20406.815
Netherlands,NLD,2015,20120.199
Netherlands,NLD,2016,20700.909
Netherlands,NLD,2017,21198.891
Netherlands,NLD,2018,20776.897
Netherlands,NLD,2019,21652.457
Netherlands,NLD,2020,21335.647
New Zealand,NZL,1965,0
New Zealand,NZL,1966,0
New Zealand,NZL,1967,0
New Zealand,NZL,1968,0
New Zealand,NZL,1969,0
New Zealand,NZL,1970,252.059
New Zealand,NZL,1971,314.336
New Zealand,NZL,1972,558.149
New Zealand,NZL,1973,635.845
New Zealand,NZL,1974,918.535
New Zealand,NZL,1975,997.308
New Zealand,NZL,1976,2798.819
New Zealand,NZL,1977,4628.849
New Zealand,NZL,1978,4366.128
New Zealand,NZL,1979,2813.723
New Zealand,NZL,1980,2553.882
New Zealand,NZL,1981,3208.033
New Zealand,NZL,1982,5857.847
New Zealand,NZL,1983,6302.934
New Zealand,NZL,1984,8067.166
New Zealand,NZL,1985,10322.269
New Zealand,NZL,1986,12470.468
New Zealand,NZL,1987,11947.299
New Zealand,NZL,1988,13050.78
New Zealand,NZL,1989,7145.38
New Zealand,NZL,1990,13080.147
New Zealand,NZL,1991,14028.828
New Zealand,NZL,1992,14604.139
New Zealand,NZL,1993,13999.42
New Zealand,NZL,1994,12908.534
New Zealand,NZL,1995,12144.56
New Zealand,NZL,1996,13685.786
New Zealand,NZL,1997,14605.543
New Zealand,NZL,1998,12767.395
New Zealand,NZL,1999,14466.186
New Zealand,NZL,2000,15224.887
New Zealand,NZL,2001,15863.389
New Zealand,NZL,2002,14932.873
New Zealand,NZL,2003,11094.792
